entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,settlement_utr,order_id,order_receipt
pay_PC0019,payment,0,88979,88979,INR,0,0,false,true,1787709600,1787720400,setl_PC002,,HDFC2608PC00002,order_PC0019,receipt_0019
pay_PC0020,payment,0,142957,142957,INR,0,0,false,true,1787709600,1787720400,setl_PC002,,HDFC2608PC00002,order_PC0020,receipt_0020
pay_PC0021,payment,0,98569,98569,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0021,receipt_0021
pay_PC0022,payment,0,202415,202415,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0022,receipt_0022
pay_PC0023,payment,0,169398,169398,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0023,receipt_0023
pay_PC0024,payment,0,68018,68018,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0024,receipt_0024
pay_PC0025,payment,0,99939,99939,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0025,receipt_0025
pay_PC0026,payment,0,183098,183098,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0026,receipt_0026
pay_PC0027,payment,0,131312,131312,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0027,receipt_0027
pay_PC0028,payment,0,38700,38700,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0028,receipt_0028
pay_PC0029,payment,0,61168,61168,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0029,receipt_0029
pay_PC0030,payment,0,52263,52263,INR,0,0,false,true,1787706000,1787716800,setl_PC003,,HDFC2608PC00003,order_PC0030,receipt_0030
rfnd_PC003,refund,12800,0,12800,INR,0,0,false,true,1787709600,1787716800,setl_PC003,pay_PC0021,HDFC2608PC00003,,
pay_PC0031,payment,0,196524,196524,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0031,receipt_0031
pay_PC0032,payment,0,87883,87883,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0032,receipt_0032
pay_PC0033,payment,0,32261,32261,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0033,receipt_0033
pay_PC0034,payment,0,80211,80211,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0034,receipt_0034
pay_PC0035,payment,0,187893,187893,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0035,receipt_0035
pay_PC0036,payment,0,207484,207484,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0036,receipt_0036
pay_PC0037,payment,0,117475,117475,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0037,receipt_0037
pay_PC0038,payment,0,56784,56784,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0038,receipt_0038
pay_PC0039,payment,0,152684,152684,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0039,receipt_0039
pay_PC0040,payment,0,137888,137888,INR,0,0,false,true,1787702400,1787713200,setl_PC004,,HDFC2608PC00004,order_PC0040,receipt_0040
pay_PC0041,payment,0,52537,52537,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0041,receipt_0041
pay_PC0042,payment,0,108981,108981,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0042,receipt_0042
pay_PC0043,payment,0,131586,131586,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0043,receipt_0043
pay_PC0044,payment,0,175426,175426,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0044,receipt_0044
pay_PC0045,payment,0,119393,119393,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0045,receipt_0045
pay_PC0046,payment,0,149670,149670,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0046,receipt_0046
pay_PC0047,payment,0,174604,174604,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0047,receipt_0047
pay_PC0048,payment,0,83088,83088,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0048,receipt_0048
pay_PC0049,payment,0,160767,160767,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0049,receipt_0049
pay_PC0050,payment,0,145286,145286,INR,0,0,false,true,1787698800,1787709600,setl_PC005,,HDFC2608PC00005,order_PC0050,receipt_0050
pay_PC0051,payment,0,115557,115557,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0051,receipt_0051
pay_PC0052,payment,0,114598,114598,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0052,receipt_0052
pay_PC0053,payment,0,92815,92815,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0053,receipt_0053
pay_PC0054,payment,0,206662,206662,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0054,receipt_0054
pay_PC0055,payment,0,199401,199401,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0055,receipt_0055
pay_PC0056,payment,0,195017,195017,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0056,receipt_0056
pay_PC0057,payment,0,150081,150081,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0057,receipt_0057
pay_PC0058,payment,0,100076,100076,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0058,receipt_0058
pay_PC0059,payment,0,48290,48290,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0059,receipt_0059
pay_PC0060,payment,0,206936,206936,INR,0,0,false,true,1787695200,1787706000,setl_PC006,,HDFC2608PC00006,order_PC0060,receipt_0060
pay_PC0061,payment,0,63360,63360,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0061,receipt_0061
pay_PC0062,payment,0,101720,101720,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0062,receipt_0062
pay_PC0063,payment,0,121448,121448,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0063,receipt_0063
pay_PC0064,payment,0,116379,116379,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0064,receipt_0064
pay_PC0065,payment,0,48975,48975,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0065,receipt_0065
pay_PC0066,payment,0,32398,32398,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0066,receipt_0066
pay_PC0067,payment,0,118023,118023,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0067,receipt_0067
pay_PC0068,payment,0,136518,136518,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0068,receipt_0068
pay_PC0069,payment,0,168439,168439,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0069,receipt_0069
pay_PC0070,payment,0,68155,68155,INR,0,0,false,true,1787691600,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0070,receipt_0070
pay_PC0061_RETRY,payment,0,63360,63360,INR,0,0,false,true,1787695200,1787702400,setl_PC007,,HDFC2608PC00007,order_PC0061,receipt_0061_retry
rfnd_PC007,refund,13200,0,13200,INR,0,0,false,true,1787695200,1787702400,setl_PC007,pay_PC0061,HDFC2608PC00007,,
pay_PC0071,payment,0,168850,168850,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0071,receipt_0071
pay_PC0072,payment,0,168987,168987,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0072,receipt_0072
pay_PC0073,payment,0,59798,59798,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0073,receipt_0073
pay_PC0074,payment,0,209128,209128,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0074,receipt_0074
pay_PC0075,payment,0,86924,86924,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0075,receipt_0075
pay_PC0076,payment,0,77197,77197,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0076,receipt_0076
pay_PC0077,payment,0,151999,151999,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0077,receipt_0077
pay_PC0078,payment,0,180084,180084,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0078,receipt_0078
pay_PC0079,payment,0,209676,209676,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0079,receipt_0079
pay_PC0080,payment,0,37193,37193,INR,0,0,false,true,1787688000,1787698800,setl_PC008,,HDFC2608PC00008,order_PC0080,receipt_0080
pay_PC0081,payment,0,190496,190496,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0081,receipt_0081
pay_PC0082,payment,0,111584,111584,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0082,receipt_0082
pay_PC0083,payment,0,170905,170905,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0083,receipt_0083
pay_PC0084,payment,0,142409,142409,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0084,receipt_0084
pay_PC0085,payment,0,75827,75827,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0085,receipt_0085
pay_PC0086,payment,0,129668,129668,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0086,receipt_0086
pay_PC0087,payment,0,152958,152958,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0087,receipt_0087
pay_PC0088,payment,0,194332,194332,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0088,receipt_0088
pay_PC0089,payment,0,42673,42673,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0089,receipt_0089
pay_PC0090,payment,0,118708,118708,INR,0,0,false,true,1787684400,1787695200,setl_PC009,,HDFC2608PC00009,order_PC0090,receipt_0090
pay_PC0091,payment,0,56647,56647,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0091,receipt_0091
pay_PC0092,payment,0,143916,143916,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0092,receipt_0092
pay_PC0093,payment,0,207073,207073,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0093,receipt_0093
pay_PC0094,payment,0,197757,197757,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0094,receipt_0094
pay_PC0095,payment,0,174193,174193,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0095,receipt_0095
pay_PC0096,payment,0,29110,29110,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0096,receipt_0096
pay_PC0097,payment,0,222006,222006,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0097,receipt_0097
pay_PC0098,payment,0,72813,72813,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0098,receipt_0098
pay_PC0099,payment,0,220910,220910,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0099,receipt_0099
pay_PC0100,payment,0,53359,53359,INR,0,0,false,true,1787680800,1787691600,setl_PC010,,HDFC2608PC00010,order_PC0100,receipt_0100
pay_PC0101,payment,0,170357,170357,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0101,receipt_0101
pay_PC0102,payment,0,211183,211183,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0102,receipt_0102
pay_PC0103,payment,0,195702,195702,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0103,receipt_0103
pay_PC0104,payment,0,30891,30891,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0104,receipt_0104
pay_PC0105,payment,0,135011,135011,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0105,receipt_0105
pay_PC0106,payment,0,31850,31850,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0106,receipt_0106
pay_PC0107,payment,0,41303,41303,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0107,receipt_0107
pay_PC0108,payment,0,59798,59798,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0108,receipt_0108
pay_PC0109,payment,0,88020,88020,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0109,receipt_0109
pay_PC0110,payment,0,176659,176659,INR,0,0,false,true,1787677200,1787688000,setl_PC011,,HDFC2608PC00011,order_PC0110,receipt_0110
rfnd_PC011,refund,13600,0,13600,INR,0,0,false,true,1787680800,1787688000,setl_PC011,pay_PC0101,HDFC2608PC00011,,
pay_PC0111,payment,0,158849,158849,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0111,receipt_0111
pay_PC0112,payment,0,141998,141998,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0112,receipt_0112
pay_PC0113,payment,0,157342,157342,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0113,receipt_0113
pay_PC0114,payment,0,97473,97473,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0114,receipt_0114
pay_PC0115,payment,0,37330,37330,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0115,receipt_0115
pay_PC0116,payment,0,194880,194880,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0116,receipt_0116
pay_PC0117,payment,0,167480,167480,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0117,receipt_0117
pay_PC0118,payment,0,119941,119941,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0118,receipt_0118
pay_PC0119,payment,0,183920,183920,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0119,receipt_0119
pay_PC0120,payment,0,47194,47194,INR,0,0,false,true,1787727600,1787738400,setl_PC012,,HDFC2608PC00012,order_PC0120,receipt_0120
